id,name,Food Group,Images,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)",Serving Weight 1 (g),Serving Description 1 (g),Column1
783275,Seasoned Shredded Soup Meat,Meats,https://tse1.mm.bing.net/th?id=OIP.wlJTjnPApRuPJ-N820LefAHaE8&pid=Api&P=0&h=180,205,12.68,18.24,3.64,1.75,0.9,45,4.082,14,2.36,331,21,NULL,133,1 cup,
783278,Beef Steak With Onions Puerto Rican Style,Meats,https://tse4.mm.bing.net/th?id=OIP._Jaxzqhj9a2XPuTzmpQjqQHaEK&pid=Api&P=0&h=180,319,23.84,20.96,3.94,1.55,0.7,62,6.173,16,2.02,353,23,NULL,179,1 cup,
783281,Frankfurters Or Hot Dogs And Sauerkraut,Meats,https://tse2.mm.bing.net/th?id=OIP.rSVefd3n8o8FqEi0ZbaBUQHaEK&pid=Api&P=0&h=180,212,18.28,7.93,3.57,1.44,1.1,38,7.446,21,1.29,290,12,NULL,120,1 frankfurter with sauerkraut,
782744,Squid Baked Or Broiled Fat Added In Cooking,Fish,https://lh3.googleusercontent.com/proxy/3mJXCLLXdk5NxeJNzWIAF08OXz_sTY4eeobXtt1ar9IeVj_C3zRFuHjFTA4dkQ6pu5YuRdkLeaY,197,5.23,18.59,3.77,0.03,0,,278,0.918,38,0.82,295,39,0,272,140.845
782745,Squid Baked Or Broiled Fat Not Added In Cooking,Fish,https://lh3.googleusercontent.com/proxy/3mJXCLLXdk5NxeJNzWIAF08OXz_sTY4eeobXtt1ar9IeVj_C3zRFuHjFTA4dkQ6pu5YuRdkLeaY,197,1.7,19.14,3.88,0.04,0,,286,0.44,40,0.84,304,41,0,272,176.991
782746,Squid Coated Baked Or Broiled Fat Added In Cooking,Fish,https://lh3.googleusercontent.com/proxy/3mJXCLLXdk5NxeJNzWIAF08OXz_sTY4eeobXtt1ar9IeVj_C3zRFuHjFTA4dkQ6pu5YuRdkLeaY,198,7.44,16.42,15.01,1.09,0.6,,213,1.325,59,1.38,265,36,0,28,101.01
782747,Squid Coated Baked Or Broiled Fat Not Added In Cooking,Fish,https://lh3.googleusercontent.com/proxy/3mJXCLLXdk5NxeJNzWIAF08OXz_sTY4eeobXtt1ar9IeVj_C3zRFuHjFTA4dkQ6pu5YuRdkLeaY,198,2.06,17.17,15.7,1.14,0.6,,223,0.604,61,1.43,277,38,0,28,128.205
782748,Squid Coated Fried,Fish,https://www.willcookforsmiles.com/wp-content/uploads/2021/07/Calamari-5.jpg,198,11.93,16.89,12.94,0.91,0.6,,242,2.027,60,1.47,259,37,0,28,86.58
782749,Squid Steamed Or Boiled,Fish,https://koala.sh/api/image/v2-8dndz-o8dyj.jpg?width=1216&height=832&dream,198,2.75,31.02,6.13,0,0,,464,0.713,64,1.22,441,66,0,28,109.29
782750,Squid Dried,Fish,https://www.shutterstock.com/image-photo/dried-squids-on-white-background-600nw-2313171339.jpg,198,5.22,58.94,11.65,0,0,,882,1.354,122,2.58,931,125,0,28,57.471
782751,Squid Pickled,Fish,https://www.strikehook.com/uploads/monthly_03_2014/post-7579-139623814483.jpg,199,1.32,14.93,2.96,0.01,0,,223,0.343,33,0.67,237,32,0,28,215.054
782756,Abalone Steamed Or Poached,Fish,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR90qKLTymq66UdHcknrqbqnpWpYHQcSNRTaA&s,199,1.51,34.05,11.97,0,0,,169,0.297,62,5.72,448,96,0,28,95.694
782764,Clams Steamed Or Boiled,Fish,https://hamahamaoysters.com/cdn/shop/articles/greencurryclams_2048x2048_cbb95f12-f921-490e-b97c-41409f8793cb_1024x1024.jpg?v=1645292572,201,1.91,29.21,7.11,0,0,,60,0.372,78,2.91,83,38,0,28,116.959
782766,Clams Smoked In Oil,Fish,https://mrecipes.com/wp-content/uploads/featured-smoked-clams-735x386.jpg,201,11.82,16.64,4.05,0,0,,34,2.895,45,1.85,52,22,0,28,104.167
782775,Crayfish Coated Fried,Fish,https://www.africanbites.com/wp-content/uploads/2023/04/IMG_2240-500x375.jpg,204,11.55,17.24,10.21,0.91,0.6,,137,1.851,55,1.61,309,31,0,28,91.743
782776,Crayfish Boiled Or Steamed,Fish,https://fabulousandtasty.com/wp-content/uploads/2016/12/cray3.jpg,204,1.19,16.66,0,0,0,,132,0.18,60,0.83,294,33,0,28,246.914
782786,Mussels Cooked Ns As To Cooking Method,Fish,https://images.squarespace-cdn.com/content/v1/63e07c269b38187047cd8fdc/1677642989375-9S17IJ23QNP07V3C57J0/EP-Seafoods-How-to-cook-mussels.jpg,206,4.46,23.7,7.35,0,0,,56,0.846,52,7.08,574,68,0,28,116.959
782787,Mussels Steamed Or Poached,Fish,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaZ-bu31vW9o6CmcZTWE0V3ufvF1c02JxWtA&s,206,4.46,23.7,7.35,0,0,,56,0.846,52,7.08,574,68,0,28,116.959
782800,Scallops Baked Or Broiled Fat Not Added In Cooking,Fish,https://skinnyms.com/wp-content/uploads/2014/02/Easy-Broiled-Scallops-1-1-750x500.jpg,208,0.6,14.81,4,0.04,0,,29,0.158,8,0.47,253,27,0,144,235.294
782801,Scallops Steamed Or Boiled,Fish,https://skinnyms.com/wp-content/uploads/2014/02/Easy-Broiled-Scallops-1-1-750x500.jpg,209,0.98,24.01,6.33,0,0,,48,0.255,12,0.68,367,44,0,120,145.985
782802,Scallops Coated Fried,Fish,https://i.ytimg.com/vi/FpZZE5m5W7I/maxresdefault.jpg,209,11.14,13.78,13.03,0.91,0.6,,58,1.823,37,1.21,223,27,0,28,94.787
782809,Shrimp Baked Or Broiled Made Without Fat,Fish,https://cravingtasty.com/wp-content/uploads/2019/12/Broiled-shrimp-4-480x270.jpg,211,1.24,16.72,1.21,0.04,0,,155,0.321,67,0.26,140,27,0,1,229.885
782811,Shrimp Steamed Or Boiled,Fish,https://www.allrecipes.com/thmb/MYr67OxbhyetpxE6_X3nk33HQko=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Shrimp-2000-0e13dfa1145b4721be058041d0479953.jpg,211,1.29,17.37,1.16,0,0,,161,0.333,69,0.24,101,24,0,28,219.78
782812,Shrimp Coated Fried Made With Oil,Fish,https://www.thespruceeats.com/thmb/5xkGMB8ZXz3KGF_y4Uxf7ZfQAvQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ebi-fry-fried-shrimp-2031450-hero-01-46c436a89c164a9ab5980f888097fcd2.jpg,212,11.6,15.15,11.02,0.91,0.6,,148,1.941,79,1.06,142,27,0,28,94.34
782813,Shrimp Coated Fried Made With Butter,Fish,https://www.thespruceeats.com/thmb/5xkGMB8ZXz3KGF_y4Uxf7ZfQAvQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ebi-fry-fried-shrimp-2031450-hero-01-46c436a89c164a9ab5980f888097fcd2.jpg,212,9.89,15.22,11.02,0.91,0.6,,167,5.345,81,1.04,144,27,0,28,101.523
782814,Shrimp Coated Fried Made With Margarine,Fish,https://www.thespruceeats.com/thmb/5xkGMB8ZXz3KGF_y4Uxf7ZfQAvQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ebi-fry-fried-shrimp-2031450-hero-01-46c436a89c164a9ab5980f888097fcd2.jpg,212,7.97,15.16,11.1,0.91,0.6,,148,1.797,81,1.04,144,27,0,28,110.497
782823,Shrimp Dried,Fish,https://kimchimari.com/wp-content/uploads/2011/03/dsc_0982_036.jpg,215,3.44,51.7,0,0,0,,638,0.476,367,5.39,203,84,0,28,79.051
782918,Shrimp Curry,Fish,https://www.allrecipes.com/thmb/GFaxIDo1f5fnDIjGdB8VYQPTeww=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-205544-indian-shrimp-curry-DDMFS-4x3-beauty-dc26fd314d094870b3c1750d3a6921f5.jpg,218,3.15,5,7.14,1.49,1.7,,33,0.502,45,0.73,213,23,0,236,266.667
782919,Shrimp Cocktail,Fish,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500,ar_3:2/k%2FPhoto%2FRecipes%2F2023-12-shrimp-cocktail%2Fshrimp-cocktail-137",219,1.48,15.37,10.76,4.09,0.6,,138,0.341,69,0.5,218,30,0,230,165.289
782920,Tuna With Cream Or White Sauce,Fish,https://www.daisybrand.com/wp-content/uploads/2019/12/GRILLED-TUNA-W-CILANTRO-CREAM-SAUCE-770x628.jpg,219,3.85,14.73,2.75,1.31,0.1,,27,1.002,47,1.24,172,20,0,237,192.308
782921,Seafood Newburg,Fish,https://images.squarespace-cdn.com/content/v1/58e19d9dbf629afc26231c35/1607695621112-TTEZAQQKEBE5YGXUD2VD/Seafood_newburg.jpg,220,20.26,12.02,3.82,2.4,0.1,,173,11.07,109,0.43,197,24,0,244,81.633
782922,Clam Sauce White,Fish,https://img.apmcdn.org/fbccc968a4c5b2cb26387c00245991c07b005e10/uncropped/2a525a-splendid-table-linguine-white-clam-sauce-c-angelafoto-istock-gettyimages-499882398-lede.jpg,220,16.95,8.57,2.57,0.02,0.1,,18,2.374,32,1.2,276,16,0,240,102.041
782930,Shrimp Scampi,Fish,https://www.savingdessert.com/wp-content/uploads/2019/03/Shrimp-Scampi-1.jpg,221,11.73,19.7,1.77,0.06,0.1,,182,1.866,82,0.44,159,33,0,136,102.564
782931,Fish Moochim,Fish,https://allthatkorean.wordpress.com/wp-content/uploads/2013/01/hoi-moochim10.jpg,221,15.74,37.85,10.72,8.51,0.8,,86,2.307,139,2.34,933,104,0,5,58.824
782932,Fish With Tomato-Based Sauce,Fish,https://elizabethpeddey.com.au/wp-content/uploads/2020/07/Fish-in-Tomato-Sauce-scaled.jpg,222,0.69,16.28,1.59,1.06,0.4,,38,0.129,14,0.63,259,34,0,222,250
782933,Fish Curry,Fish,https://www.thedeliciouscrescent.com/wp-content/uploads/2023/07/Fish-Curry-4.jpg,222,2.93,4.5,6.83,1.47,1.7,,9,0.434,32,0.71,232,21,0,236,285.714
782934,Mussels With Tomato-Based Sauce,Fish,https://www.simplyrecipes.com/thmb/oTfsG5MPUP35piL15j-R0sh3iSU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2019__07__Mussels_Tomato_Sauce_Lead_8-2f4830bff2834468b782248fd3ce7e11.jpg,222,2.32,12.2,5.02,0.89,0.4,,28,0.435,30,3.8,362,38,0,240,217.391
782938,Scallops With Cheese Sauce,Fish,https://noobcook.com/wp-content/uploads/2012/01/bakedscallops.jpg,222,5.06,17.48,5.43,0.06,0,,40,2.563,100,0.51,262,32,0,244,145.985
782939,Ceviche,Fish,https://www.foodandwine.com/thmb/KTcqJrZbH0_JQjDyyc6masu9dS8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/FAW-recipes-classic-ceviche-hero-5d7fb52b2fa447a2a2d462e3146d1732.jpg,222,0.75,10.34,3.58,1.36,0.5,,18,0.157,25,0.24,286,21,0,250,322.581
782941,Shrimp In Garlic Sauce Puerto Rican Style,Fish,https://aidaskitchenboricua.com/wp-content/uploads/2022/07/Shrimp-in-Garlic-Sauce-29-1024x580.jpg,223,24.7,11.58,2.52,0.47,0.2,,105,4.059,52,0.41,133,21,0,212,72.202
782942,Stewed Codfish No Potatoes Puerto Rican Style,Fish,https://www.simplyrecipes.com/thmb/oVPtlV8RDmw4L7X-gskZAnR-PsA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2020__03__Puerto-Rican-Stew-METHOD-8-1c7f60120ca7487cbd3b46dd8053ae76.jpg,223,4.27,12.13,4.46,2.11,1.1,,35,0.624,17,0.55,244,19,0,227,190.476
783037,Clams Stuffed,Fish,https://cookingwithcocktailrings.com/wp-content/uploads/2021/12/Baked-Stuffed-Clams-Recipe-35.jpg,223,11.2,11.85,12.92,1.57,0.9,,20,2.129,46,1.74,130,20,0,26,100
783038,Codfish Ball Or Cake,Fish,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROXmdwCEh-R-v9jdP12niWivxkV4H4ucsKGA&s,224,7.39,14.29,12.95,0.86,0.9,,55,1.283,25,0.72,306,34,0,63,112.36
783040,Fish Cake Or Patty Ns As To Fish,Fish,https://constantlycooking.com/wp-content/uploads/2021/01/old-fashioned-fish-cakes-wm.jpg?w=640,226,10.66,13.9,12.63,0.84,0.9,,53,2.769,28,0.7,443,32,0,120,98.039
783041,Gefilte Fish,Fish,"https://assets.epicurious.com/photos/57bb35a1df05218810c52150/16:9/w_1280,c_limit/classic-gefilte-fish.jpg",226,3.8,17.52,1.03,0.27,0.1,,64,0.707,42,0.63,235,26,0,227,176.991
783042,Salmon Cake Or Patty,Fish,https://www.simplyrecipes.com/thmb/5v1kp1Dj4WTlvnLXrSlepoH0LSM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Simply-Recipes-Salmon-Patties-LEAD-0-463741fb767041baa04a6a35864f0aa9.jpg,226,18.16,17.12,2.58,0.51,0.2,,69,3.361,191,0.85,244,24,0,63,81.301
783043,Salmon Loaf,Fish,https://www.thespruceeats.com/thmb/4WB8Rzh5RDRDaXZU5szBFLXRdxw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/basic-salmon-loaf-recipe-3060387-hero-01-5c62060e46e0fb000144279b.jpg,226,9.89,15.72,9.14,2.25,0.5,,103,2.276,184,1.3,284,26,0,105,104.167
783044,Scallops And Noodles With Cheese Sauce,Fish,https://www.allrecipes.com/thmb/PuFG7qLC-Q2LQzuQ1uy_M3v07Vo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/216757-savory-sea-scallops-and-angel-hair-pasta-DDMFS-4x3-6377dd8d670d4ea8b63cc6127a696e7b.jpg,226,5.64,8.46,15.05,0.26,0.6,,32,2.655,101,0.93,109,22,0,224,137.931
783045,Shrimp And Noodles No Sauce,Fish,https://familystylefood.com/wp-content/uploads/2023/06/Shrimp-pasta-cooking-2-500x375.jpg,226,5.5,7.3,16.43,0.26,0.8,,59,0.896,26,1.01,57,21,0,157,136.986
783046,Shrimp And Noodles With Gravy,Fish,https://i2.wp.com/seonkyounglongest.com/wp-content/uploads/2020/04/Spicy-Garic-Shrimp-Noodles-12-copy.jpg?fit=1000%2C667&ssl=1,226,5.18,6.02,14.7,0.3,0.6,,49,0.908,23,0.83,58,17,0,224,153.846
783052,Tuna Loaf,Fish,https://onlineculinaryschool.net/wp-content/uploads/2018/11/online_culinary_school_cilantro_tuna_loaf_cake-1.jpg,229,11.83,20.98,9.35,2.3,0.5,,83,2.687,69,1.58,183,23,0,105,86.207
783053,Tuna Cake Or Patty,Fish,https://www.allrecipes.com/thmb/mZubVxNEIXDElcewSWfDhD61FsU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/230857-easy-tuna-patties-ddmfs-hero-1x2-1296-e8f49ddb32dd4c4f8a80adddeb4b577d.jpg,230,14.89,15.66,2.57,0.51,0.2,,67,2.445,25,1.51,157,19,0,120,97.087
783054,Clam Cake Or Patty,Fish,https://www.saveur.com/uploads/2019/03/18/23INXIQ5OEYTZ5JWZYIRRIBKU4.jpg?auto=webp,230,15.31,19.04,6.77,0.51,0.2,,77,2.509,59,2.25,477,26,0,120,81.301
783058,Clams Casino,Fish,https://www.foodandwine.com/thmb/FrPoFVy6K_tk9sb782JLT-pAt1w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Clams-Casino-FT-RECIPE1223-9228a84d3fd04884a4dca7945bb3d25b.jpg,231,4.76,8.72,9.82,2.04,1.2,,16,1.09,43,1.19,158,18,0,30,169.492
783059,Mackerel Cake Or Patty,Fish,https://cooktoria.com/wp-content/uploads/2018/07/mackerel-patties-2.jpg,231,15.12,16.5,13.18,0.87,1,,74,4.087,165,1.72,299,34,0,120,77.519
783060,Haddock Cake Or Patty,Fish,https://www.allrecipes.com/thmb/7eXoxT_FAkZOq5S5Gzg-zataUFo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8462462-proper-british-fish-cakes-VAT-hero-2x1-c459be2dc72f4ab887dafc0562fe3381.jpg,232,10.66,13.9,12.63,0.84,0.9,,53,2.769,28,0.7,443,32,0,120,98.039
783061,Shrimp Cake Or Patty,Fish,https://rasamalaysia.com/wp-content/uploads/2012/05/thai-shrimp-cake-thumb-480x270.jpg,233,15.45,18.1,3.67,0.51,0.2,,193,2.672,78,0.57,151,30,0,120,86.957
783063,Shrimp Toast Fried,Fish,https://cicili.tv/wp-content/uploads/shrimp-toast-1.jpg,233,15.44,8.42,12.66,1.62,0.9,,57,2.201,51,0.75,170,18,0,48,89.686
783066,Tuna Noodle Casserole With Cream Or White Sauce,Fish,https://www.culinaryhill.com/wp-content/uploads/2021/06/Tuna-Noodle-Casserole-Culinary-Hill-1200x800-1.jpg,234,7.52,10.19,15.29,2.1,0.7,,30,2.782,64,1.4,142,22,0,224,118.343
783067,Tuna Noodle Casserole With Mushroom Sauce,Fish,https://www.culinaryhill.com/wp-content/uploads/2021/06/Tuna-Noodle-Casserole-Culinary-Hill-1200x800-1.jpg,234,5.17,9.15,13.89,1.15,0.8,,27,2.066,36,1.28,115,18,0,224,144.928
783068,Tuna And Rice With Mushroom Sauce,Fish,https://i0.wp.com/deliciousasitlooks.com/wp-content/uploads/2012/07/tuna-rice-casserole-064.jpg?fit=1500%2C1000&ssl=1,234,5.16,4.62,15.38,0.6,0.4,,6,0.89,21,0.84,72,11,0,248,157.48
783069,Fish And Rice With Tomato-Based Sauce,Fish,https://rachaelray.com/cdn/shop/articles/Crispy-Skin_Fish_with_Roasted_Cherry_Tomato_Sauce_b3fac613-d9b4-4b42-8e12-3194a33161ae.jpg?v=1699561506,235,5.12,5.41,16.53,1.15,0.7,,9,0.729,12,1.02,151,18,0,248,148.148
783070,Fish And Rice With Cream Sauce,Fish,https://rachaelray.com/cdn/shop/articles/Crispy-Skin_Fish_with_Roasted_Cherry_Tomato_Sauce_b3fac613-d9b4-4b42-8e12-3194a33161ae.jpg?v=1699561506,235,5.1,5.54,15.74,1.25,0.2,,10,1.116,40,0.73,94,16,0,248,150.376
783071,Fish And Rice With Mushroom Sauce,Fish,https://rachaelray.com/cdn/shop/articles/Crispy-Skin_Fish_with_Roasted_Cherry_Tomato_Sauce_b3fac613-d9b4-4b42-8e12-3194a33161ae.jpg?v=1699561506,236,5.16,5.34,16.12,0.63,0.4,,9,0.893,22,0.71,85,14,0,248,149.254
783072,Fish And Noodles With Mushroom Sauce,Fish,https://www.thespruceeats.com/thmb/P0eVIoQSdFwtJcEmAQIi5iQYjps=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/pasta-with-seafood-mushroom-cream-sauce-3060673-step-07-e640a08582be43e69236265ca8c60117.jpg,236,5.1,6.29,14.79,0.81,0.8,,23,0.935,23,0.85,87,18,0,224,152.672
783073,Shellfish And Noodles With Tomato-Based Sauce,Fish,https://www.abelandcole.co.uk/media/2102_17404_x.jpg,237,5.04,6.58,15.74,1.36,1.1,,36,0.793,23,1.34,179,22,0,224,149.254
783074,Stewed Salmon Puerto Rican Style,Fish,https://www.chefzeecooks.com/wp-content/uploads/2019/03/Salmon_Guisado_web.jpg,237,6.93,12.03,8.48,1.27,1.3,,31,1.054,131,0.85,401,29,0,212,137.931
783224,Seafood Stew With Potatoes And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; Tomato-Based Sauce,Fish,https://i0.wp.com/spainonafork.com/wp-content/uploads/2021/11/image3-2021-11-28T201102-11.png?fit=750%2C750&ssl=1,238,1.66,8.68,5.72,1.57,0.8,,39,0.437,36,0.75,237,20,0,252,273.973
783226,Shrimp Creole With Rice,Fish,https://www.lanascooking.com/wp-content/uploads/2021/07/louisiana-shrimp-creole-feature-1200.jpg,238,3.67,10.12,11.9,0.96,0.8,,108,0.666,77,1.57,114,22,0,243,161.29
783227,Tuna Pot Pie,Fish,https://starkist.com/wp-content/uploads/2014/12/recipes_individual_pot_pies.jpg,238,13.17,8.96,16.32,1.71,1.3,,12,3.631,24,1.33,135,16,0,769,90.909
783228,Tuna Noodle Casserole With Vegetables Cream Or White Sauce,Fish,https://www.culinaryhill.com/wp-content/uploads/2021/06/Tuna-Noodle-Casserole-Culinary-Hill-1200x800-1.jpg,239,6.42,8.92,14.1,2.3,0.9,,25,2.362,56,1.38,167,21,0,224,134.228
783229,Fish Noodles And Vegetables Including Carrots Broccoli And/or Dark Green Leafy; Cheese Sauce,Fish,https://uk.lkk.com/images/recipes/main/istock-1322799028.jpg,239,5.22,8.35,14.16,0.74,1.1,,31,2.424,99,0.94,120,23,0,244,145.985
783230,Fish Noodles And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; Cheese Sauce,Fish,https://uk.lkk.com/images/recipes/main/istock-1322799028.jpg,240,5.22,8.39,15.32,0.69,1.1,,31,2.425,97,0.94,125,25,0,244,141.844
783231,Bouillabaisse,Fish,https://assets.epicurious.com/photos/61f423f29c9591f7270e22c6/master/pass/Bouillabaise_RECIPE_20220125_1776_V1_final.jpg,241,3.7,13.43,2.15,0.61,0.3,,41,0.868,33,0.72,281,22,0,227,204.082
783233,Seafood Stew With Potatoes And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; Tomato-Based Sauce,Fish,https://www.therealmealdeal.com/wp-content/uploads/2024/06/Simple-Spanish-Fish-Stew-with-Butterbeans-mediterranean-fish-stew-recipe.jpg,242,1.34,8.82,5.98,1.67,0.9,,39,0.377,37,0.76,245,20,0,252,277.778
783234,Tuna Noodle Casserole With Vegetables And Mushroom Sauce,Fish,https://www.allrecipes.com/thmb/jrPyVDacIsmVAX3U2XNip5KsqXU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16964-Quick-and-Easy-Tuna-Casserole-ddmfs-4x3-104152-1-970104dac2504f738d66c35ea182be75.jpg,244,4.46,8.08,12.94,1.49,1,,23,1.767,33,1.28,143,17,0,224,162.602
783235,Codfish With Starchy Vegetables Puerto Rican Style,Fish,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhRLTuYi48vwCQeBVaSlGhtDwGwIvaZTYd8xGSDPA6w7zlgJ2Ra7icCaGC8ucA-bPHiTvJPheiH060Gm4jx1652BegCBCr150rD6rzChsxDSvntSqF35yeZy1Mhr01tvVpmbXdzUF345Wc/s1600/IMG_7209.JPG,244,5.26,3.53,18.49,2.74,2.7,,6,0.747,29,0.52,421,27,0,173,150.376
783236,Stewed Codfish Puerto Rican Style,Fish,https://images.squarespace-cdn.com/content/v1/5057d4b7e4b093884eea4b8a/1493312567693-HWN7RR6JT5FHO938EURO/bacalao+guisado,245,3.89,10.93,8.65,1.74,1.3,,30,0.565,17,0.57,286,21,0,200,176.991
783237,Biscayne Codfish Puerto Rican Style,Fish,https://images.squarespace-cdn.com/content/v1/5057d4b7e4b093884eea4b8a/1493312567693-HWN7RR6JT5FHO938EURO/bacalao+guisado,245,11.88,9.22,11.12,1.85,1.9,,19,1.667,23,0.87,410,27,0,175,108.108
783358,Salmon Salad,Fish,https://cookingwithcocktailrings.com/wp-content/uploads/2022/01/Spicy-Salmon-Salad-Rice-Bowls-22-scaled.jpg,246,17.36,10.86,2.66,1.98,0.4,,38,2.762,125,0.47,244,19,0,208,94.34
783360,Tuna Salad Made With Mayonnaise,Fish,https://www.simplyrecipes.com/thmb/RTMexrkXB54ynL7R8zap_zCFZB8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2020__04__Tuna-Salad-for-Two-LEAD-8-8c36ee87a2d24621bca53ff1f85e5627.jpg,248,15.86,10.34,2.77,2.07,0.4,,27,2.513,20,0.97,155,15,0,238,103.093
783361,Tuna Salad Made With Light Mayonnaise,Fish,https://www.simplyrecipes.com/thmb/RTMexrkXB54ynL7R8zap_zCFZB8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2020__04__Tuna-Salad-for-Two-LEAD-8-8c36ee87a2d24621bca53ff1f85e5627.jpg,249,5.41,10.04,4.63,2.7,0.4,,22,0.873,19,0.94,155,15,0,238,188.679
783369,Shrimp Salad,Fish,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdCgcIfmVV5ejnGQ3S90g-FbuAJQeFmmr1Ew&s,253,16.6,10.47,1.22,0.58,0.4,,133,2.588,83,1.15,110,19,0,182,100.503
783370,Seafood Salad,Fish,https://www.allrecipes.com/thmb/7I8YKrRq6_SH3Mwzn51UR_uoRXY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4249979-4a9d204260824974888f3f4a67a37a97.jpg,253,15.95,10.08,1.18,0.56,0.4,,92,2.522,67,0.57,166,22,0,208,104.712
783371,Tuna Salad With Cheese,Fish,https://starkist.com/wp-content/uploads/2014/12/recipes_tuna_feta_cheese_salad.jpg,253,17.52,11.54,2.8,1.92,0.4,,34,4.072,85,0.89,148,16,0,238,93.458
783372,Tuna Salad With Egg,Fish,https://www.thespruceeats.com/thmb/PSkG0Zmglt63hhELYsAGAA4btyE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/tuna-salad-with-chopped-eggs-and-dill-3061725-step-03-afe5e11ed95248a391dbfad6a59a3ada.JPG,255,15.41,10.53,2.63,1.99,0.4,,56,2.577,22,0.99,153,14,0,238,104.712
783373,Shrimp Garden Salad Shrimp Lettuce Eggs Tomato And/or Carrots Other Vegetables No Dressing,Fish,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHbYewvQVlihhOwUK353KyDr_QYY5afug56Q&s,255,2.05,8.17,2.72,1.25,1,,124,0.552,68,1.18,191,21,0,95,322.581
783374,Shrimp Garden Salad Shrimp Lettuce Eggs Vegetables Excluding Tomato And Carrots No Dressing,Fish,https://www.inspiredtaste.net/wp-content/uploads/2023/09/Perfect-Shrimp-Salad-Video.jpg,255,2.17,8.7,2.34,1.01,0.9,,132,0.587,70,1.25,183,22,0,95,312.5
783376,Fish Tofu And Vegetables Tempura,Fish,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFDRKlyHhkI7VmVddd8Fa7iMXybCIfBDfImQ&s,258,15.92,4.03,4.55,1.65,1.1,,57,2.434,35,0.53,173,15,0,63,115.607
783377,Seafood Garden Salad With Seafood Lettuce Vegetables Excluding Tomato And Carrots No Dressing,Fish,https://www.foodandwine.com/thmb/EpmWbk6rAMS6HlhRUORvYlmtYlM=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/salmon-nicoise-salad-FT-RECIPE0221-984254ccb3734468836570330b4ff897.jpg,262,0.5,7.64,2.54,0.98,1.1,,61,0.095,65,0.97,225,25,0,95,444.444
783378,Seafood Garden Salad With Seafood Lettuce Tomato And/or Carrots Other Vegetables No Dressing,Fish,https://www.foodandwine.com/thmb/EpmWbk6rAMS6HlhRUORvYlmtYlM=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/salmon-nicoise-salad-FT-RECIPE0221-984254ccb3734468836570330b4ff897.jpg,262,0.48,7.1,2.97,1.26,1.2,,57,0.089,63,0.91,231,24,0,95,454.545
